spearman_r,mae,r2,method
-2.586621186576348e-05,1.1208209991455078,-0.9996383190155028,Random
0.0001390743423151,1.1206198930740356,-1.0003111362457275,Random
-3.2366286488887594e-05,1.1209667921066284,-0.9998223781585692,Random
0.0002088800734019,1.1205075979232788,-0.9998692274093628,Random
0.0001927591975491,1.120702028274536,-0.9992492198944092,Random
-0.0008528498779295,1.1213500499725342,-1.002690076828003,Random
0.0005690853557744,1.1201740503311155,-0.998915433883667,Random
9.128075841112843e-05,1.1208938360214231,-0.9995533227920532,Random
-5.051086090214687e-05,1.1210733652114868,-0.9992616176605223,Random
-5.364094798774819e-05,1.1207935810089111,-1.000126600265503,Random
0.0003785708438388,1.12039053440094,-0.9992356300354004,Random
-0.0006054523602828,1.1210062503814695,-1.0013539791107178,Random
0.0001537486566545,1.120526671409607,-1.000436544418335,Random
0.0002146742682599,1.120697855949402,-1.000138282775879,Random
-0.0003739188775676,1.1210607290267944,-0.9999890327453612,Random
0.0001648554654355,1.1204445362091064,-0.99999737739563,Random
-8.573682329932094e-05,1.120862603187561,-0.9998096227645874,Random
-9.62050268621234e-05,1.120948076248169,-1.0002615451812744,Random
0.0003128761954956,1.1202698945999146,-1.000072002410889,Random
0.0001218930084915,1.1206690073013306,-0.9990642070770264,Random
0.0003518437869376,1.1207067966461182,-0.9994807243347168,Random
-0.0002595574552088,1.1209908723831177,-1.0005087852478027,Random
0.0005815645234502,1.120449185371399,-0.9985359907150269,Random
0.00012565971455,1.1207250356674194,-0.9996531009674072,Random
4.860095957380392e-05,1.1209248304367063,-0.9995846748352052,Random
-0.0003526270489933,1.1211951971054075,-1.0004785060882568,Random
-3.191020391999482e-05,1.1208232641220093,-0.9996775388717652,Random
7.239319405130963e-05,1.1207013130187988,-1.0007402896881104,Random
0.0001428151011937,1.120464563369751,-0.9991755485534668,Random
0.0003257453064134,1.120714783668518,-1.000363826751709,Random
0.0002046757520295,1.120593547821045,-0.9999083280563354,Random
0.0002186843221291,1.1206945180892944,-0.998656153678894,Random
-0.0004781925369192,1.1211445331573486,-1.0005276203155518,Random
-0.0002796347011308,1.12139892578125,-1.0003206729888916,Random
0.000210979319393,1.120742917060852,-0.9993292093276978,Random
-0.0004037385128042,1.120820164680481,-1.0005064010620115,Random
3.5449543671286124e-05,1.120865821838379,-1.0006530284881592,Random
-8.838410261720226e-05,1.1207771301269531,-0.9995850324630736,Random
0.0001104727779959,1.120586633682251,-0.9992525577545166,Random
0.0002043449440973,1.1205095052719116,-0.99962055683136,Random
-0.000360388503715,1.121174931526184,-0.999704122543335,Random
0.0003761351692549,1.1203854084014893,-0.9983054399490356,Random
-0.0001961403687742,1.1209667921066284,-0.9996602535247804,Random
8.241456719758449e-05,1.120790719985962,-0.9998060464859008,Random
-3.9181302977432405e-05,1.1208655834197998,-0.9999325275421144,Random
0.0003189678918572,1.1207292079925537,-0.9996581077575684,Random
-0.0002090623799991,1.1209580898284912,-1.0000932216644287,Random
0.0003730308764866,1.1206849813461304,-0.9990339279174804,Random
0.0002061431291779,1.120701551437378,-0.999701738357544,Random
-5.5521956184432066e-06,1.120964288711548,-1.000288724899292,Random
-0.0003429524623344,1.1209750175476074,-1.0002496242523191,Random
-0.000488941825805,1.1212170124053955,-1.0002729892730713,Random
-3.969478866364443e-05,1.1208680868148804,-1.000725269317627,Random
-0.0001264633835152,1.1208133697509766,-1.0002031326293943,Random
9.382252786373085e-05,1.1206289529800415,-1.0004420280456543,Random
0.0001632731579424,1.1206603050231934,-0.9997451305389404,Random
-2.8060275187506685e-05,1.1207560300827026,-0.999981164932251,Random
-0.0003266380375122,1.120930552482605,-0.999998927116394,Random
-0.0004922498302273,1.1211841106414795,-1.0007283687591553,Random
-0.0001194764727994,1.1205545663833618,-1.000809907913208,Random
5.900034595694913e-05,1.120765209197998,-0.9990901947021484,Random
-2.0493296921851823e-05,1.1208479404449463,-1.00060772895813,Random
0.0003227506153171,1.120547652244568,-0.998835563659668,Random
1.1428308636695426e-05,1.1206752061843872,-0.9992566108703612,Random
-0.0003113162608305,1.1208953857421875,-1.000660419464111,Random
0.0001875058590707,1.120786190032959,-1.0007388591766355,Random
-0.000127195921089,1.1206326484680176,-1.0002663135528564,Random
1.9290891289017649e-07,1.1208837032318115,-1.000148057937622,Random
6.22433425226161e-05,1.120523452758789,-0.9996873140335084,Random
-0.0001923321847041,1.1209386587142944,-0.9984989166259766,Random
0.000371350502649,1.1207029819488523,-0.999436855316162,Random
1.5316806820011744e-05,1.1208664178848269,-0.9999366998672484,Random
-5.82564035480989e-05,1.1207685470581057,-0.9986834526062012,Random
-0.0001166460374179,1.1210511922836304,-1.0003666877746582,Random
-0.0003119085683643,1.1209348440170288,-1.0005064010620115,Random
6.0185617547617034e-05,1.1208139657974243,-0.9993757009506226,Random
0.0001995279706121,1.120666742324829,-0.9989506006240844,Random
2.772208983118386e-05,1.12077534198761,-0.9992450475692748,Random
0.0003705782859525,1.1204686164855957,-0.999792456626892,Random
0.0003135841529101,1.1207799911499023,-1.000165939331055,Random
0.0003701864881489,1.1203515529632568,-0.99851393699646,Random
0.0002652615504289,1.1208713054656982,-0.999587893486023,Random
0.000214822856459,1.120557427406311,-0.9989304542541504,Random
-5.51899144998253e-05,1.120692014694214,-0.99998676776886,Random
8.095559416775687e-05,1.1208089590072632,-1.000352144241333,Random
0.6812058057349163,0.49470335305320806,0.5145717904479319,Mean
0.6813742629329657,0.4945140268443882,0.5148789411292649,Mean
0.6816849345841182,0.494398551305708,0.5153093513439058,Mean
0.6810515159346443,0.49461053660631943,0.5147723280599095,Mean
0.6814622605005771,0.49449391706663365,0.514952897526114,Mean
0.6815197241723964,0.4944408493971065,0.514952033381238,Mean
0.6813835672298049,0.4945965261259832,0.5149328796495264,Mean
0.6813334938235699,0.4946704117660173,0.5146425532946797,Mean
0.6811405752881654,0.49452389960701,0.5148683878481876,Mean
0.6817557104840386,0.4945214758479593,0.5153486765035258,Mean
0.6814561412016721,0.49450513570745913,0.5150411843118305,Mean
0.6813497549285629,0.4945569780941656,0.5147585116536363,Mean
0.6814542404551929,0.4943602270706567,0.5149628067678682,Mean
0.6813019136050414,0.49443991777785445,0.5148682166452692,Mean
0.6810926701193274,0.4948119950427388,0.5145812146845548,Mean
0.6812519744521185,0.4945388192121185,0.5148488472748389,Mean
0.6812211123445022,0.4945174420397571,0.5148542860327208,Mean
0.6807876952168415,0.49477428643893767,0.5145192975394035,Mean
0.6814503345677266,0.49415368217320643,0.515397304433507,Mean
0.6813767631885032,0.49475690014370444,0.5146644512717402,Mean
0.6810265219067587,0.49468706230107623,0.5144469503208862,Mean
0.6812829270448647,0.4946550992118138,0.5148453731626461,Mean
0.6813300385605705,0.4945668365660004,0.5148914566422493,Mean
0.6813842032520927,0.4945670675048248,0.5147951960882737,Mean
0.6815159846422751,0.49448867764232846,0.5152357084161583,Mean
0.6815141727577397,0.49461983140044835,0.5149611521974802,Mean
0.6810417611874816,0.4944621585584698,0.5145195501304933,Mean
0.6814774246513732,0.49418350564116137,0.5152264570325892,Mean
0.6816586078568211,0.4943826424649104,0.5151282032616125,Mean
0.6814157129109424,0.49456990820312446,0.5149992157745804,Mean
0.6814430971095089,0.4943827193623089,0.515173019151456,Mean
0.6815438375066766,0.49436038544721617,0.5152924735302077,Mean
0.6813225866396226,0.4946086434061257,0.5148093200001909,Mean
0.6810685296690067,0.49474437109561104,0.5146220958726198,Mean
0.6810223695008494,0.4947875965456134,0.5144697999366401,Mean
0.6811503643657781,0.494632868071165,0.514682415564711,Mean
0.6814538390706689,0.4941532308976683,0.515321673540887,Mean
0.6813087999155524,0.49458234772223597,0.5150196435141889,Mean
0.6816867352182652,0.4943748027829344,0.5153155268223756,Mean
0.68123109372218,0.4947736119812608,0.5144497012637361,Mean
0.6814391124843759,0.4945729686128206,0.515034675467257,Mean
0.6814815222947318,0.4944390731355554,0.514980365209843,Mean
0.6814483445504851,0.49455653816577005,0.5149213971095378,Mean
0.6815518094394782,0.49431384937031286,0.5151825307351988,Mean
0.6814739262788913,0.4943327516916699,0.5150342285740708,Mean
0.6814117288477773,0.4943983038664795,0.5150514011674365,Mean
0.6814262416735312,0.49441833511552336,0.5149280685396223,Mean
0.6813749748611001,0.4943051185474389,0.5151975354301035,Mean
0.6815511648321374,0.4942818969120611,0.5152239620963943,Mean
0.68138898376939,0.49462127226309116,0.5149471934136112,Mean
0.6816580420315685,0.49466925791363664,0.5149887035011723,Mean
0.6816004567446781,0.4944792517165932,0.5152323442028073,Mean
0.6815846798975035,0.49464412451967305,0.5151687852721725,Mean
0.6811379697059542,0.4945084144627579,0.5146314939731313,Mean
0.6812689258609081,0.49446747174196276,0.5150675145603576,Mean
0.6815745330142907,0.49418717550600855,0.5153025482294551,Mean
0.6816773805752206,0.4940878335175592,0.5153508535289341,Mean
0.6812554394087971,0.49459030837679596,0.5146123189262584,Mean
0.6813185399930636,0.4945112700068259,0.5149242930288354,Mean
0.6811645457057531,0.49465483527975795,0.5147761790508609,Mean
0.6812660786026533,0.4946741538210509,0.5147503649013125,Mean
0.6813861809723313,0.4943462986085393,0.5150893627479872,Mean
0.6812117381326322,0.49479995399631993,0.5147170891728501,Mean
0.681162809570376,0.49453056339997037,0.514491254495281,Mean
0.681536847619489,0.49451000974881454,0.5151690693438757,Mean
0.6811262918149031,0.4948579029564647,0.5146612702311891,Mean
0.6810669362798188,0.49442361023509324,0.5148369242983535,Mean
0.6814691150451033,0.49455222171129076,0.515252215507485,Mean
0.6811450801564056,0.4947984818557526,0.5147299883456601,Mean
0.6814640533150371,0.4946151569967607,0.5147795493085914,Mean
0.6811797810546146,0.49456693419425973,0.5146684771665279,Mean
0.6811559711065126,0.4944713888859414,0.514720786483902,Mean
0.6815978249133436,0.4944703250378687,0.5151299900042039,Mean
0.6815937676448536,0.4942358625357073,0.515406601554085,Mean
0.6810750181371574,0.4947297535731492,0.5144485884647501,Mean
0.681008555762503,0.49471930312661316,0.5145605670379787,Mean
0.6812627492022099,0.49465200337080995,0.5148887772679531,Mean
0.6811666984563423,0.49474295365254994,0.5146931613655719,Mean
0.6808591722737979,0.49457035639516644,0.5145143546260071,Mean
0.6810353338988813,0.4948027397462815,0.514439177357965,Mean
0.6814852802776931,0.49454864054827374,0.514867863892911,Mean
0.6811066177934616,0.49468417942301335,0.5145163599344035,Mean
0.6811324326356033,0.4945055894028114,0.5146497448416525,Mean
0.6816498099535486,0.49447632845276546,0.515043787660528,Mean
0.681420187741254,0.49452667834124214,0.5149219782890154,Mean
0.6814570674564281,0.49438609079701284,0.5150301373733145,Mean
0.6814091511853899,0.49437396511013343,0.5149998970719448,Mean
0.6814568057554554,0.49439111386269735,0.5150974083499074,Mean
0.681435467290907,0.4946098086407033,0.5150923189899201,Mean
0.6811585434898314,0.49465043268435144,0.5146653692185716,Mean
0.6809896035005967,0.4948454752834064,0.5144725760907292,Mean
0.681588563340193,0.4944720890313089,0.5150194813987201,Mean
0.6816750237404474,0.4944610725028706,0.5150980272338752,Mean
0.6811361056440957,0.49466430168676534,0.5145576252602948,Mean
0.6817851102792534,0.49441890270519756,0.5151696204060408,Mean
0.681355336412279,0.49473764168209117,0.5148080459215374,Mean
0.6813209829684048,0.4945521539230428,0.5150185261344049,Mean
0.6814893763867248,0.49425799860468017,0.5153053159335382,Mean
0.6813833911451975,0.49439085597318705,0.51504593181252,Mean
0.6810381896524649,0.4945609197723574,0.514559818753878,Mean
